Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality,Origin,Destination
B6391,Hawk,Europe,Urban,Clear,Avoid Predators,77.63678623,36.66691168,35.8400761,-59.20840615,2657.34,66.1,54.32,5393,788,1.5,26.2,54,967.4,6.5,Yes,22,-67,Apr,May,9,9,Radio,No,311,Medium,Excellent,No,Injury,Researcher_C,18.5,Failed,Yes,45,85,Moderate,"77.636786233236, 36.66691167572896","35.840076101406325, -59.208406151615534"
B6392,Goose,Africa,Wetland,Rainy,Breeding,82.04843999,13.989304,61.21459627,147.9220144,2330.03,52.6,57.07,3833,246,19.6,13.9,18,958.7,2.7,No,14,-58.3,Apr,Dec,7,3,Radio,Yes,43,Medium,Excellent,No,Lost Signal,Researcher_C,23.6,Failed,No,83,45,High,"82.04843999099472, 13.989303996381835","61.21459627181363, 147.92201440850613"
B6393,Eagle,Africa,Coastal,Windy,Breeding,56.84693414,-37.7307368,7.804464749,116.7371873,2491.47,43.9,46.52,6882,620,28.8,38.3,64,950.4,10.5,Yes,95,-70.3,Oct,May,14,5,Radio,No,194,Low,Poor,Yes,Predator,Researcher_C,14.9,Successful,No,85,93,Moderate,"56.846934137721405, -37.73073679890939","7.804464749409945, 116.73718729840324"
B6394,Crane,North America,Wetland,Rainy,Feeding,87.77579742,-141.2755301,75.30277413,-153.3292598,3116.26,48.3,56.31,5628,645,8.7,1.8,33,1019.9,16.3,Yes,60,-84.4,May,Oct,9,6,GPS,No,358,High,Poor,No,Predator,Researcher_A,25.5,Failed,Yes,97,19,Low,"87.77579741857127, -141.27553014155438","75.30277412847482, -153.32925975981226"
B6395,Eagle,Africa,Urban,Windy,Avoid Predators,5.537540072,168.9926035,43.19288224,97.66102126,2678.28,50.3,51.9,7052,773,2.9,15.2,50,1020.6,3.6,Yes,82,-72.6,Feb,Apr,14,7,Radio,No,399,Medium,Fair,Yes,,Researcher_C,23.1,Successful,Yes,6,41,High,"5.537540072058775, 168.99260348866164","43.19288224023183, 97.661021255751"
B6396,Warbler,North America,Wetland,Windy,Avoid Predators,12.45591939,-117.1420018,-77.00982286,0.041080965,3704.04,40.9,53.34,1737,453,2.4,31.5,17,950.7,14.4,Yes,88,-50.8,Apr,Nov,1,3,Radio,No,468,High,Fair,No,Lost Signal,Researcher_C,21,Successful,Yes,45,41,Low,"12.45591938501488, -117.14200183078157","-77.0098228642035, 0.0410809651446584"
B6397,Crane,Asia,Grassland,Stormy,Climate Change,60.51002675,47.92220818,48.03673754,171.760593,3147.85,53.5,53.08,5152,222,20.7,18.6,20,1006.7,14.1,No,79,-71.3,Jan,Jun,9,7,GPS,Yes,322,High,Good,No,Lost Signal,Researcher_C,29.5,Failed,Yes,3,59,Moderate,"60.51002674868613, 47.92220818430036","48.03673754137722, 171.76059297088665"
B6398,Goose,Europe,Forest,Foggy,Feeding,-1.295053958,-150.2118854,-86.63211591,-14.96918304,2468.91,55.2,47.21,9994,852,21.8,30.8,38,1042.3,11.7,Yes,80,-68.9,Oct,Nov,13,2,GPS,Yes,362,High,Fair,Yes,,Researcher_C,8.9,Successful,No,48,21,Moderate,"-1.2950539581437257, -150.21188542653678","-86.63211591044328, -14.969183036753208"
B6399,Swallow,Europe,Mountain,Stormy,Climate Change,-16.79039877,67.79261972,59.23240597,-155.8772108,2610.33,59.7,46.3,2611,749,31.1,14.2,35,966.4,5.8,No,79,-62.8,Mar,Jun,9,5,Radio,Yes,367,Low,Fair,No,Lost Signal,Researcher_B,21.1,Successful,Yes,2,10,Low,"-16.79039877004749, 67.7926197164227","59.232405970766, -155.87721081979112"
B6400,Swallow,Asia,Urban,Rainy,Avoid Predators,20.65564641,-145.857678,-30.2641106,-74.47083729,2511.94,50.5,49.1,3364,610,-9.1,51.5,80,979.9,7.6,Yes,22,-85.2,Sep,Apr,2,4,Satellite,Yes,124,Medium,Fair,Yes,Storm,Researcher_C,5,Failed,No,60,3,Low,"20.655646411417024, -145.857677981795","-30.26411060433185, -74.4708372937964"
B6401,Eagle,Australia,Coastal,Stormy,Feeding,28.37871195,-97.37699706,17.6912539,-25.12460737,3210.15,43.5,49.24,7090,864,-3.8,6.7,49,950.4,17.4,No,68,-66,Feb,Apr,10,4,Satellite,No,198,Medium,Fair,Yes,Storm,Researcher_A,21.2,Failed,Yes,89,57,Low,"28.378711952798756, -97.37699705784657","17.6912539041151, -25.124607365377187"
B6402,Swallow,South America,Mountain,Windy,Breeding,45.16124791,52.91467178,44.8878633,33.09036408,1920.87,54.8,54.62,5547,803,16.5,13.2,19,1048.1,18.6,Yes,55,-77.8,Sep,Oct,5,7,GPS,Yes,267,High,Good,Yes,Lost Signal,Researcher_B,16,Failed,No,52,42,Low,"45.16124790530995, 52.91467177609363","44.88786330316944, 33.09036407654463"
B6403,Crane,South America,Forest,Rainy,Breeding,30.27612551,-78.1433309,24.65369306,-125.2419178,2440.7,54.4,51.58,3659,762,3.2,27.8,77,971,5.3,Yes,46,-62.3,Nov,Oct,8,3,GPS,No,28,High,Excellent,No,Injury,Researcher_B,26,Successful,Yes,55,56,Low,"30.27612550681536, -78.14333090003275","24.653693056869017, -125.2419177707829"
B6404,Stork,Africa,Grassland,Stormy,Climate Change,44.22992315,11.82629345,31.02664162,5.429745817,2858.22,42.8,50.47,9322,698,10.3,26.3,44,955.1,2.6,No,71,-84.1,Apr,Apr,5,2,GPS,No,91,High,Fair,Yes,Storm,Researcher_C,22.1,Failed,No,30,68,Low,"44.22992314739912, 11.826293453252449","31.026641620790517, 5.429745816671527"
B6405,Crane,Australia,Grassland,Clear,Feeding,31.42074076,-135.1780584,70.67983382,-5.949791248,2775.23,57.4,52.67,7039,593,31.7,40.3,63,992.4,3.6,Yes,72,-68.9,Jan,Dec,7,2,Satellite,Yes,44,Medium,Good,Yes,,Researcher_B,11.1,Failed,No,11,23,Moderate,"31.420740759975416, -135.17805839853264","70.67983382397182, -5.949791247718309"
B6406,Stork,North America,Grassland,Foggy,Avoid Predators,-3.51985707,-107.1358059,-22.68504306,121.1985208,3253.72,66.9,44.84,7774,491,-5.7,42.4,33,954.3,8.1,Yes,83,-47.1,Sep,Jun,11,1,GPS,No,194,High,Fair,Yes,,Researcher_C,10.8,Successful,Yes,40,79,High,"-3.519857069967813, -107.13580586416694","-22.685043055712384, 121.19852082166015"
B6407,Goose,Europe,Grassland,Clear,Climate Change,-65.71177482,84.15932697,8.486126967,-71.13495211,2302.3,64.6,52.75,9640,785,19.2,39.4,69,968.8,7.5,No,13,-66.1,Jan,Jun,13,9,Satellite,Yes,345,High,Good,No,,Researcher_A,29.6,Successful,No,27,97,High,"-65.71177481943533, 84.15932697166193","8.486126967426173, -71.13495210648935"
B6408,Hawk,Africa,Urban,Rainy,Breeding,51.37978121,-167.3500103,-58.51283324,-18.17372017,1723.32,35.4,51.12,9960,266,26.2,38.3,67,983.5,1.1,Yes,52,-63.8,Mar,Dec,9,2,GPS,Yes,275,High,Good,No,,Researcher_C,21.9,Failed,No,93,78,High,"51.37978120834652, -167.3500102983962","-58.5128332363127, -18.17372016939873"
B6409,Stork,Asia,Urban,Stormy,Avoid Predators,-84.45975275,-139.7519245,-5.842245209,-40.09944109,2759.87,61.7,68.48,5279,501,-4.6,27,35,993.5,14.9,Yes,96,-63.6,May,Nov,9,0,Radio,No,303,Medium,Poor,Yes,Injury,Researcher_C,27.1,Successful,Yes,26,70,Low,"-84.45975275021705, -139.7519244514614","-5.842245209139676, -40.09944108613453"
B6410,Swallow,Australia,Wetland,Windy,Feeding,88.65001652,-102.6158333,-62.99345325,47.60329347,2609.75,50.5,44.08,4748,832,19.1,26.8,68,988.8,12.7,Yes,50,-51.4,Jan,Nov,10,2,Satellite,No,60,Low,Good,Yes,,Researcher_B,25.9,Successful,No,94,32,Low,"88.65001651704114, -102.61583330016974","-62.99345325159908, 47.60329347328363"
B6411,Crane,Europe,Coastal,Stormy,Breeding,59.12252819,-172.7313987,24.0453983,121.0280345,2736.34,44.4,52.22,7379,807,27.4,5.3,36,981.7,19,No,50,-63.5,Nov,Nov,12,3,GPS,No,26,Medium,Fair,Yes,Injury,Researcher_B,9,Successful,Yes,8,86,High,"59.12252818914237, -172.73139872245883","24.045398298272787, 121.02803448183784"
B6412,Goose,North America,Wetland,Rainy,Avoid Predators,30.76390944,-145.6636685,-31.6347497,63.22468768,2316.31,22.5,46.54,7550,372,-0.7,0.2,68,986.6,1.6,No,91,-68.2,Feb,Nov,14,7,Radio,Yes,323,Low,Poor,No,,Researcher_B,11.3,Successful,No,106,22,High,"30.76390943663489, -145.66366853777328","-31.634749698517798, 63.22468767774564"
B6413,Swallow,North America,Coastal,Rainy,Breeding,83.98921893,-78.69906805,64.6226065,-12.58236154,2818.01,56.2,50.78,5015,777,-3.9,51.3,39,1024.6,9.2,Yes,97,-65.3,Nov,Mar,6,0,Satellite,No,483,Medium,Fair,No,Storm,Researcher_B,9.4,Successful,Yes,112,60,Low,"83.9892189338016, -78.69906805095725","64.62260649730689, -12.582361542228767"
B6414,Goose,South America,Forest,Rainy,Feeding,20.24465066,-146.5497174,-28.1560266,49.61869022,2387.34,57.6,56.76,6489,425,-7.1,0.6,41,1048.7,8.6,No,40,-63.4,Nov,Nov,13,8,Radio,Yes,45,Medium,Good,No,Lost Signal,Researcher_C,27.7,Failed,No,58,77,High,"20.24465066211768, -146.54971743006877","-28.156026596038917, 49.61869021863552"
B6415,Hawk,Africa,Wetland,Rainy,Climate Change,-79.84208147,131.8029948,-38.3698994,-63.99217357,2846.61,45.1,59.49,2320,353,22.8,54.4,68,966.8,8.7,Yes,12,-73.5,Sep,May,3,1,Radio,Yes,73,High,Good,Yes,Lost Signal,Researcher_A,22.7,Successful,No,99,55,Low,"-79.84208146601735, 131.8029948107519","-38.3698994018022, -63.99217356756552"
B6416,Warbler,Asia,Forest,Stormy,Avoid Predators,10.68879132,-156.2134354,-1.571256638,-128.124057,2436.68,40.8,46.44,3664,570,8.6,12.5,35,1021.8,2.5,No,30,-73.9,Apr,Nov,8,9,Satellite,Yes,215,High,Fair,Yes,Injury,Researcher_A,28,Failed,No,59,33,High,"10.68879132261361, -156.21343541598424","-1.5712566381514108, -128.12405696511618"
B6417,Crane,Europe,Forest,Clear,Avoid Predators,-40.10324658,129.9541317,-58.44083278,-64.9015472,3297.48,46.8,48.76,1345,491,12.5,33.7,51,1022.4,19.3,Yes,30,-69.1,Feb,Nov,4,5,Satellite,Yes,46,Low,Good,Yes,Lost Signal,Researcher_A,14.6,Failed,No,105,9,Moderate,"-40.10324658175029, 129.95413170416623","-58.440832778588685, -64.90154719884951"
B6418,Eagle,North America,Forest,Windy,Feeding,-23.49404496,116.229631,-53.31489698,-20.27175626,1619.81,56.9,39.45,8825,795,-5.5,55.9,93,1018.6,9.1,Yes,88,-62,Sep,Dec,14,3,Radio,Yes,443,High,Poor,No,Storm,Researcher_B,6.1,Failed,No,101,89,Low,"-23.494044962801382, 116.22963098169583","-53.314896976174246, -20.27175626395689"
B6419,Crane,Europe,Grassland,Windy,Breeding,-7.274671947,-143.725826,50.96629357,-21.86462412,1617.26,63,58.47,4309,671,-4.8,22.9,33,997,13.4,No,56,-77.1,May,Nov,7,4,GPS,No,4,High,Excellent,No,Storm,Researcher_B,22.6,Successful,Yes,107,59,Low,"-7.2746719469948, -143.72582595718063","50.96629357419644, -21.864624119041707"
B6420,Hawk,Asia,Mountain,Foggy,Breeding,49.42813435,-170.9311269,-0.499427515,85.53644729,2832.9,41.6,46.58,5375,715,20.3,48.3,43,951.1,11.9,Yes,80,-76.8,Nov,Oct,4,1,GPS,No,152,Medium,Good,No,Injury,Researcher_C,21.9,Successful,No,78,28,Moderate,"49.42813434998104, -170.93112686211188","-0.4994275145594713, 85.53644729185095"
B6421,Crane,Europe,Mountain,Rainy,Breeding,0.527258587,-162.0028746,-52.85845006,157.0843299,1767.42,45.4,41.09,6714,278,8.6,34.7,10,975.7,14.9,Yes,36,-54.9,Feb,Mar,10,0,Satellite,Yes,399,Low,Poor,Yes,Storm,Researcher_A,24.1,Successful,No,71,66,Low,"0.5272585867721062, -162.002874637687","-52.85845006116312, 157.08432992846195"
B6422,Eagle,Africa,Urban,Rainy,Avoid Predators,-4.557547651,32.53610325,-84.3258947,-39.97461507,2586.23,42.8,50.85,5343,495,27.8,25.8,90,956.7,2.4,Yes,21,-59.7,Jan,May,9,4,Radio,No,385,High,Poor,No,Injury,Researcher_A,19.4,Failed,Yes,101,93,Moderate,"-4.55754765148582, 32.5361032465525","-84.32589469689187, -39.97461506750426"
B6423,Stork,South America,Forest,Rainy,Avoid Predators,-35.64501521,61.32730482,-6.034057627,-148.8785332,2260.55,49,44.32,8954,180,25.4,9.6,59,1013.6,4.5,No,13,-59.6,Mar,Nov,14,3,Satellite,No,306,High,Poor,No,Storm,Researcher_C,23.1,Failed,No,110,6,Moderate,"-35.64501520646771, 61.32730481588686","-6.034057626716844, -148.87853324168157"
B6424,Goose,Europe,Grassland,Clear,Breeding,7.177003533,43.43522085,43.67342347,-167.9712535,3174.83,45.3,45.24,4130,592,25.4,10.2,31,1026.8,16.2,Yes,57,-73.2,Nov,Apr,8,9,Satellite,Yes,181,High,Poor,No,Storm,Researcher_A,17.8,Successful,Yes,78,88,Moderate,"7.177003533486541, 43.43522084864324","43.67342347260595, -167.97125346524436"
B6425,Eagle,Australia,Wetland,Rainy,Avoid Predators,-45.2896462,14.93166672,-26.78578845,-178.5770026,2529.54,42.8,46.1,4480,114,28.7,18.7,96,984.8,16,No,34,-74.8,Apr,Dec,5,5,GPS,Yes,384,High,Fair,No,,Researcher_A,10.1,Successful,Yes,109,2,High,"-45.28964620164319, 14.931666717083289","-26.78578844562021, -178.57700262062502"
B6426,Swallow,South America,Wetland,Foggy,Climate Change,-43.02111323,-117.1137274,-45.36643146,157.7160546,2242.41,64.8,56.32,4996,743,28.1,53.7,34,991,14.6,No,84,-63.6,Sep,Nov,6,0,Radio,Yes,473,High,Good,No,Predator,Researcher_C,17.2,Failed,Yes,101,48,Moderate,"-43.02111322651896, -117.11372737338394","-45.36643145974583, 157.71605462867376"
B6427,Hawk,Asia,Urban,Foggy,Feeding,46.30657953,122.7434021,-18.65167911,178.4280065,3342.81,32.4,58.51,2000,116,14.4,11.1,90,983.4,7.6,No,42,-75.5,Oct,Oct,2,6,Radio,Yes,175,High,Poor,No,Injury,Researcher_C,12.4,Failed,Yes,77,98,Low,"46.30657952601368, 122.74340206869772","-18.65167911203872, 178.42800648303682"
B6428,Stork,South America,Urban,Clear,Feeding,-28.34149239,-62.08022291,82.64331806,-161.5017321,2822.77,38.9,52.48,5265,126,2.9,47,95,1011.1,4.8,Yes,47,-76.3,Apr,Mar,4,9,Radio,Yes,284,Low,Fair,No,Storm,Researcher_A,14.9,Failed,No,98,97,Moderate,"-28.3414923883638, -62.08022291031051","82.64331806139728, -161.50173207971744"
B6429,Swallow,Europe,Forest,Rainy,Avoid Predators,-80.74805887,175.0241506,-13.83082308,-51.04486659,1941.12,48.9,49.08,8401,466,15.3,6.6,88,968,9.6,No,12,-66.2,Apr,Mar,1,1,Radio,No,90,Medium,Excellent,Yes,,Researcher_B,23.3,Successful,Yes,46,53,Moderate,"-80.74805887095987, 175.02415060063873","-13.830823076739506, -51.04486658640974"
B6430,Swallow,Europe,Forest,Stormy,Climate Change,-28.13808854,-41.45119276,-43.26514425,60.96424943,1542,56.5,43.8,1737,134,0.6,48.8,38,1050,3.4,Yes,15,-68.3,Jan,Apr,1,0,Satellite,Yes,461,Medium,Excellent,Yes,Lost Signal,Researcher_A,26.4,Failed,No,116,11,High,"-28.138088538903453, -41.45119275809142","-43.265144245392754, 60.96424942632106"
B6431,Hawk,Australia,Wetland,Stormy,Climate Change,24.94299742,-85.31825617,12.4636572,-115.5796563,3162.67,60.2,47.97,4079,379,-1.4,4.2,90,973.1,9,No,42,-85.6,Oct,Oct,11,4,GPS,Yes,498,High,Poor,No,Storm,Researcher_C,24.8,Failed,No,116,61,Moderate,"24.94299741599141, -85.31825616922845","12.463657198951026, -115.57965630899662"
B6432,Stork,North America,Wetland,Windy,Breeding,56.5174056,141.930293,55.93387352,33.99738775,2667.59,48.3,51.68,4316,885,12.8,13.4,80,981.8,2.1,Yes,74,-68.7,Apr,May,14,2,Radio,No,395,Medium,Poor,Yes,Injury,Researcher_B,26.1,Failed,No,73,11,High,"56.51740560191803, 141.9302929614255","55.93387351786842, 33.997387753881895"
B6433,Warbler,Australia,Wetland,Clear,Feeding,83.14860265,24.26909875,-85.98018636,112.9022495,2932.28,55.1,53.22,5367,326,18,13.8,73,1018.1,5.9,No,42,-70,Mar,Mar,6,7,Radio,No,412,Medium,Fair,Yes,Lost Signal,Researcher_A,22.7,Failed,No,20,16,Low,"83.14860265062504, 24.269098748771967","-85.98018635579007, 112.90224954223667"
B6434,Swallow,Europe,Wetland,Stormy,Feeding,44.31967587,79.86615846,10.45830352,128.9111147,3087.75,30.9,53.19,9392,318,10.3,49.4,60,1005.4,17.4,Yes,55,-79.8,Apr,Mar,10,7,GPS,No,118,High,Poor,Yes,Storm,Researcher_C,24,Failed,Yes,30,54,Low,"44.31967586549567, 79.8661584629063","10.458303521237028, 128.91111469612093"
B6435,Swallow,South America,Mountain,Windy,Feeding,-12.8067103,-32.976438,60.53623402,74.31144378,2800.62,41.2,52.28,7897,463,26.3,35.2,35,1011.9,7.7,Yes,95,-66.4,Sep,Mar,5,3,Satellite,No,129,Low,Poor,Yes,Storm,Researcher_C,23.4,Failed,No,105,2,Low,"-12.806710304969355, -32.976438002191884","60.53623402013065, 74.31144377828915"
B6436,Stork,Australia,Forest,Foggy,Avoid Predators,-36.15852974,139.2895821,-51.18772386,-150.5648962,2654.22,42.1,52.29,4696,545,16.3,38.3,98,1049.1,15.8,No,17,-72.3,Apr,Mar,3,5,Satellite,No,6,High,Fair,Yes,Storm,Researcher_A,24.3,Successful,No,115,26,Low,"-36.15852974310763, 139.28958213969247","-51.18772386074176, -150.56489617839733"
B6437,Crane,Australia,Forest,Windy,Climate Change,-66.66660177,150.3810767,75.90293631,-54.57751755,2444.68,59.6,51.95,4795,241,34,49.2,58,972.3,15.1,Yes,17,-67.5,Sep,Mar,12,0,Radio,Yes,343,Low,Fair,Yes,,Researcher_C,27.9,Successful,No,71,89,Low,"-66.66660176923992, 150.3810766743578","75.90293631026398, -54.57751755246595"
B6438,Swallow,North America,Wetland,Rainy,Breeding,22.9835582,-22.7631848,13.98521178,168.2433996,2716.96,54.1,52.83,1237,865,-2.3,45.7,45,983.4,3.7,No,11,-79.3,Jan,Dec,10,9,GPS,Yes,91,High,Fair,Yes,Injury,Researcher_C,27.8,Failed,No,48,3,High,"22.983558200300592, -22.763184797910696","13.985211783130223, 168.24339963759587"
B6439,Goose,Europe,Grassland,Rainy,Avoid Predators,1.77899654,-93.33941927,3.010758736,-110.6081772,2337.32,49.9,43.34,2481,114,4,1,79,982,2.3,Yes,87,-86.4,Apr,Oct,6,9,GPS,No,430,Low,Excellent,No,Lost Signal,Researcher_A,28,Failed,Yes,105,20,High,"1.7789965396211471, -93.3394192672462","3.010758735986741, -110.60817723297416"
B6440,Stork,Europe,Wetland,Foggy,Breeding,31.98627296,53.1616984,83.45907314,-16.58661351,3168.84,50.1,44.04,6483,636,-6.8,19,48,1031.8,14.3,Yes,78,-82.8,Mar,Oct,4,0,GPS,Yes,97,Low,Poor,Yes,,Researcher_B,18.9,Successful,No,12,11,Moderate,"31.986272959945424, 53.1616983960557","83.45907314293041, -16.586613514288473"
B6441,Swallow,Asia,Coastal,Clear,Avoid Predators,-47.31603184,163.6503602,-66.66269126,-59.69630352,2853.49,46.2,55.05,8394,364,12.5,17.1,50,992.5,2.6,Yes,87,-72.5,Apr,Oct,14,1,Radio,Yes,215,High,Good,Yes,Storm,Researcher_A,24.7,Successful,No,12,51,Moderate,"-47.31603183808747, 163.65036017538563","-66.66269126385609, -59.69630352390456"
B6442,Hawk,North America,Urban,Rainy,Feeding,-31.74404974,44.08072545,43.22540991,-106.0062175,3242.58,50.9,50.69,5828,640,-7.8,48,13,1007.1,3.5,Yes,97,-78.5,Apr,Dec,8,2,Radio,Yes,252,High,Good,No,,Researcher_C,10.7,Failed,No,49,41,Low,"-31.7440497402098, 44.08072544625887","43.22540991096912, -106.00621751053448"
B6443,Eagle,Asia,Coastal,Rainy,Breeding,-37.42283709,163.5200778,57.34283233,-63.52700848,2668.16,50,55.45,3462,329,19.3,0.6,23,954.5,8.7,Yes,55,-52.9,May,Dec,4,7,Radio,No,27,Medium,Excellent,Yes,Storm,Researcher_A,6.3,Successful,Yes,36,71,Moderate,"-37.422837090244975, 163.52007782678515","57.34283233018797, -63.52700848125278"
B6444,Goose,Asia,Grassland,Windy,Climate Change,53.57733159,-56.22913261,-2.059826886,-111.7732774,2541.98,44.2,54.83,2262,880,1.2,1.1,95,1029.8,17.5,Yes,81,-59.6,May,Nov,4,8,GPS,Yes,31,Medium,Excellent,Yes,Injury,Researcher_C,20.7,Successful,Yes,87,51,Moderate,"53.577331591393886, -56.22913260985875","-2.0598268862630817, -111.77327741980083"
B6445,Eagle,Asia,Urban,Windy,Climate Change,-59.17863332,149.4284655,-88.83437812,135.8112075,2458.18,43.9,46.96,9534,686,24,12,95,977.2,1.9,Yes,17,-75.6,Apr,May,6,7,Satellite,No,399,High,Fair,Yes,Injury,Researcher_A,28.9,Failed,No,37,75,High,"-59.178633324597584, 149.428465487955","-88.83437811839042, 135.81120748019276"
B6446,Eagle,Africa,Grassland,Windy,Avoid Predators,19.52498106,-139.4759403,4.380571105,-117.2004179,3355.66,50.6,56.32,6345,435,-8.2,13.9,55,978.6,15.9,Yes,48,-67.6,Jan,Dec,10,1,GPS,No,297,High,Fair,No,Predator,Researcher_B,26.4,Successful,Yes,39,44,High,"19.524981064409204, -139.47594033002616","4.380571105077465, -117.20041785047349"
B6447,Swallow,Asia,Urban,Stormy,Feeding,-80.75609716,-50.81960918,-62.36785281,44.47590062,1910,41.2,57.64,8136,856,5.2,10,34,997.6,3.7,No,34,-76.6,Mar,Oct,9,4,Satellite,Yes,492,High,Poor,Yes,Injury,Researcher_A,17,Successful,No,45,23,Moderate,"-80.75609716336079, -50.81960918243442","-62.36785281107164, 44.47590062207968"
B6448,Goose,Australia,Wetland,Foggy,Avoid Predators,8.914963662,-1.990355583,11.2626939,159.2336206,1578.41,56.2,49.26,5621,499,31.9,5.1,62,951.1,18.7,No,81,-59.8,Apr,Nov,6,6,Radio,Yes,239,Medium,Good,No,,Researcher_C,5.2,Successful,Yes,47,96,High,"8.914963662309532, -1.990355583404096","11.262693904303674, 159.233620611994"
B6449,Goose,South America,Wetland,Clear,Breeding,-78.49548436,55.11972177,42.95135134,162.9524547,2404.62,43.6,57.13,3761,894,-6.9,39.6,40,960.8,3.3,Yes,85,-79.8,Jan,Mar,9,5,Satellite,No,262,Low,Excellent,No,Injury,Researcher_A,20.8,Failed,Yes,3,1,High,"-78.49548436444994, 55.119721770825095","42.95135134298488, 162.9524547460344"
B6450,Crane,Australia,Grassland,Windy,Climate Change,-58.34221366,-74.10987182,5.592857369,36.1528805,2448.76,32.7,48.04,4026,745,29.4,9.5,14,1029.3,12.4,Yes,20,-78.5,Mar,Mar,6,9,Radio,Yes,48,Medium,Poor,No,Storm,Researcher_A,26.1,Failed,Yes,85,75,Moderate,"-58.34221365816228, -74.10987181845847","5.592857369199123, 36.152880495621474"
B6451,Eagle,Australia,Urban,Clear,Climate Change,-69.65544563,152.7261482,23.54436189,-82.47746762,3055.13,47.6,52.86,7395,686,4.9,38.2,50,1046,14.2,No,10,-81,Jan,Mar,8,3,GPS,Yes,38,Low,Excellent,No,Predator,Researcher_A,12.7,Successful,Yes,49,31,Moderate,"-69.6554456303588, 152.72614815614236","23.54436188767953, -82.4774676231709"
B6452,Goose,Europe,Mountain,Windy,Climate Change,-27.5894363,145.2586353,-71.28980274,-90.75678793,3197.38,58,54.99,7753,749,-8.3,27.5,72,1025.8,1.6,Yes,28,-76.7,Sep,Nov,9,1,GPS,Yes,475,Low,Poor,Yes,,Researcher_C,24.9,Failed,No,15,61,Moderate,"-27.58943630098323, 145.25863530989756","-71.28980274058333, -90.7567879256293"
B6453,Crane,Africa,Grassland,Rainy,Climate Change,-28.12834481,107.7611807,-72.53176917,89.0894446,2439.77,56.9,47.33,3191,390,30.5,51.6,37,950.7,4.4,No,27,-74.1,Apr,Dec,12,6,Satellite,Yes,251,Medium,Poor,No,Storm,Researcher_C,9.6,Failed,No,72,51,Low,"-28.128344812608766, 107.76118066760245","-72.53176916715827, 89.08944459546609"
B6454,Stork,Asia,Grassland,Clear,Breeding,58.75547053,-138.829491,63.16933628,173.0546369,2295.95,40.1,49.4,6493,724,9.3,16.1,82,1000.8,12.6,Yes,11,-67.8,Feb,Nov,1,6,Satellite,No,26,Low,Poor,No,Lost Signal,Researcher_C,6,Failed,No,32,91,High,"58.75547053108613, -138.82949100297645","63.16933627900736, 173.05463692335013"
B6455,Crane,Europe,Coastal,Stormy,Climate Change,-49.37625875,-151.8152576,-81.12062506,-152.0658076,1301.66,42.7,47.06,5205,509,9.6,59.1,54,1024.3,15.6,Yes,26,-62.1,Jan,Dec,1,1,Radio,No,62,High,Fair,No,Storm,Researcher_C,5.8,Successful,No,53,4,Low,"-49.37625875150484, -151.81525759021747","-81.120625057179, -152.06580757757413"
B6456,Hawk,North America,Forest,Windy,Avoid Predators,-74.45038648,-0.672676157,-38.82600652,104.2086893,3685.69,57.4,49.06,3539,763,21,33.3,57,1008,6.5,Yes,75,-65.2,Jan,Oct,3,2,GPS,No,123,Medium,Fair,Yes,,Researcher_A,29.5,Failed,No,13,44,High,"-74.45038648068414, -0.6726761570369604","-38.826006517258016, 104.2086892915558"
B6457,Warbler,North America,Grassland,Foggy,Climate Change,18.63212235,95.52375205,78.78538423,-135.7252634,2816.34,53.3,57.6,4271,794,11.1,58,98,1035.1,17.7,Yes,27,-69.7,Nov,Mar,10,6,Radio,Yes,355,Low,Good,No,Storm,Researcher_B,26.3,Failed,Yes,23,57,Moderate,"18.632122346543355, 95.5237520505301","78.78538422739007, -135.7252633565532"
