Latitude,Longitude,Species,Observation_Counts,Sightings
15.3,148.76,Warbler,37,1
15.35,-63.0,Crane,58,1
15.35,66.48,Warbler,73,1
15.35,167.32,Stork,21,1
15.35,179.38,Crane,98,1
15.36,-40.41,Hawk,79,1
15.36,129.63,Goose,43,1
15.38,-64.28,Stork,14,1
15.38,16.39,Crane,13,1
15.39,-178.02,Warbler,53,1
15.42,-125.39,Swallow,7,1
15.43,153.88,Crane,36,1
15.44,42.0,Stork,82,1
15.51,3.83,Crane,14,1
15.51,91.52,Crane,45,1
15.52,10.88,Eagle,21,1
15.53,169.59,Swallow,67,1
15.54,-7.91,Crane,57,1
15.56,-123.58,Warbler,2,1
15.58,147.53,Crane,22,1
15.59,92.49,Hawk,29,1
15.61,-88.69,Eagle,92,1
15.62,21.96,Stork,62,1
15.68,20.36,Crane,54,1
15.7,-4.09,Stork,56,1
15.72,-32.69,Swallow,92,1
15.74,-119.6,Eagle,27,1
15.75,41.09,Hawk,48,1
15.77,71.91,Crane,31,1
15.8,-163.46,Stork,66,1
15.8,-158.67,Eagle,19,1
15.8,-104.3,Hawk,19,1
15.8,-79.3,Eagle,91,1
15.8,74.21,Eagle,1,1
15.82,62.6,Warbler,87,1
15.89,151.75,Eagle,78,1
15.9,138.59,Warbler,7,1
15.91,18.29,Eagle,1,1
15.92,-132.15,Goose,64,1
15.95,-22.94,Stork,84,1
15.96,156.2,Stork,85,1
15.98,158.36,Swallow,80,1
16.0,-0.98,Hawk,23,1
16.02,173.22,Warbler,98,1
16.03,-67.35,Hawk,50,1
16.03,-6.79,Warbler,77,1
16.05,97.28,Warbler,11,1
16.08,-101.01,Crane,65,1
16.09,105.2,Eagle,48,1
16.14,-150.84,Warbler,64,1
16.17,-122.91,Hawk,99,1
16.17,-46.7,Eagle,31,1
16.17,158.59,Goose,15,1
16.18,-26.06,Crane,36,1
16.22,144.02,Hawk,13,1
16.23,98.52,Eagle,90,1
16.26,-132.21,Swallow,79,1
16.29,-112.36,Stork,12,1
16.29,38.5,Stork,23,1
16.3,-110.22,Hawk,9,1
16.3,85.74,Eagle,79,1
16.31,-158.43,Eagle,56,1
16.31,127.7,Goose,39,1
16.34,34.78,Goose,2,1
16.34,38.1,Warbler,31,1
16.37,-57.21,Goose,28,1
16.37,136.71,Stork,16,1
16.41,-65.19,Warbler,65,1
16.44,-97.87,Goose,8,1
16.45,52.74,Warbler,40,1
16.45,127.07,Stork,52,1
16.46,-62.31,Goose,41,1
16.47,-99.01,Warbler,41,1
16.58,-64.32,Warbler,60,1
16.59,67.2,Hawk,11,1
16.6,130.05,Eagle,73,1
16.62,-155.92,Hawk,37,1
16.64,91.38,Goose,34,1
16.67,19.83,Eagle,46,1
16.69,-146.27,Stork,7,1
16.69,-117.65,Stork,41,1
16.69,-52.93,Warbler,21,1
16.69,-48.81,Goose,22,1
16.72,-93.07,Stork,9,1
16.73,-75.86,Stork,30,1
16.78,-80.13,Goose,96,1
16.78,81.92,Goose,15,1
16.8,128.43,Goose,75,1
16.8,150.74,Hawk,63,1
16.83,125.69,Crane,78,1
16.83,127.8,Goose,63,1
16.84,-138.41,Goose,95,1
16.87,84.36,Swallow,23,1
16.88,-32.85,Swallow,5,1
16.9,-41.98,Warbler,86,1
16.92,-139.72,Stork,71,1
16.92,38.07,Hawk,73,1
16.92,93.56,Goose,93,1
16.92,136.4,Crane,73,1
16.93,-110.61,Goose,32,1
16.93,40.98,Hawk,23,1
16.95,169.49,Hawk,18,1
16.96,-135.09,Swallow,54,1
16.96,-123.77,Crane,98,1
16.98,10.79,Crane,78,1
16.98,158.01,Hawk,29,1
17.0,-41.48,Stork,86,1
17.01,-102.17,Hawk,55,1
17.02,50.38,Hawk,17,1
17.03,25.98,Hawk,82,1
17.03,58.04,Hawk,39,1
17.07,160.27,Swallow,44,1
17.08,56.87,Crane,12,1
17.09,-28.96,Warbler,7,1
17.11,160.08,Eagle,8,1
17.12,-148.31,Warbler,86,1
17.12,-8.64,Goose,5,1
17.13,-81.1,Warbler,1,1
17.17,-47.82,Swallow,82,1
17.18,-134.82,Eagle,22,1
17.18,126.0,Crane,22,1
17.2,-142.41,Warbler,88,1
17.21,-53.99,Stork,11,1
17.22,-166.12,Crane,94,1
17.22,113.78,Eagle,92,1
17.24,-115.64,Goose,61,1
17.24,145.83,Goose,10,1
17.25,-49.06,Warbler,61,1
17.28,-62.06,Warbler,60,1
17.36,-139.47,Eagle,96,1
17.41,-162.35,Swallow,48,1
17.42,64.62,Crane,80,1
17.42,122.63,Crane,44,1
17.47,-164.06,Warbler,44,1
17.47,-63.88,Goose,28,1
17.47,120.19,Stork,72,1
17.48,49.88,Goose,46,1
17.48,75.61,Stork,14,1
17.49,-63.36,Eagle,45,1
17.49,11.24,Goose,33,1
17.49,126.7,Goose,67,1
17.5,-58.83,Warbler,77,1
17.5,-40.67,Hawk,89,1
17.51,-36.5,Crane,31,1
17.51,-30.5,Crane,99,1
17.51,67.04,Eagle,81,1
17.53,-73.09,Goose,87,1
17.53,152.75,Hawk,37,1
17.58,-68.24,Goose,16,1
17.59,168.15,Swallow,99,1
17.62,-26.55,Eagle,20,1
17.62,7.65,Eagle,81,1
17.64,-0.52,Warbler,14,1
17.65,115.19,Warbler,57,1
17.66,135.32,Goose,52,1
17.67,-63.1,Swallow,49,1
17.67,82.26,Eagle,65,1
17.71,-41.83,Swallow,59,1
17.71,81.95,Hawk,51,1
17.72,141.94,Swallow,89,1
17.75,-98.12,Goose,68,1
17.78,-91.38,Goose,83,1
17.81,141.09,Eagle,56,1
17.82,112.75,Warbler,24,1
17.83,147.75,Crane,25,1
17.85,83.22,Goose,36,1
17.86,-51.07,Warbler,20,1
17.88,-35.77,Stork,88,1
17.89,-47.95,Eagle,12,1
17.94,37.45,Stork,39,1
17.95,67.06,Stork,16,1
17.95,74.08,Stork,3,1
17.99,-100.64,Hawk,7,1
18.02,69.07,Eagle,14,1
18.02,109.15,Warbler,98,1
18.06,-118.65,Swallow,49,1
18.07,86.09,Hawk,72,1
18.09,48.9,Crane,73,1
18.1,-110.72,Swallow,17,1
18.12,-113.36,Stork,35,1
18.12,22.71,Stork,50,1
18.16,-9.92,Stork,4,1
18.19,-68.84,Crane,59,1
18.2,167.32,Hawk,97,1
18.22,41.0,Stork,10,1
18.23,114.29,Swallow,21,1
18.24,146.09,Stork,68,1
18.27,-143.36,Hawk,32,1
18.28,94.67,Stork,81,1
18.31,-115.4,Eagle,99,1
18.31,143.22,Hawk,13,1
18.32,0.1,Eagle,89,1
18.32,34.7,Warbler,87,1
18.35,-27.06,Swallow,55,1
18.43,-108.77,Eagle,46,1
18.44,-6.8,Goose,79,1
18.49,116.75,Hawk,94,1
18.51,10.03,Warbler,18,1
18.54,-133.39,Hawk,20,1
18.57,-162.67,Hawk,54,1
18.59,112.7,Crane,89,1
18.63,95.52,Warbler,57,1
18.64,-63.59,Warbler,93,1
18.65,116.12,Warbler,24,1
18.7,-86.49,Hawk,94,1
18.7,-24.83,Crane,85,1
18.75,-142.77,Crane,24,1
18.76,-67.72,Crane,44,1
18.76,-58.13,Crane,54,1
18.78,-119.51,Hawk,5,1
18.79,-123.17,Stork,30,1
18.82,120.9,Goose,2,1
18.85,-30.47,Stork,57,1
18.85,103.07,Hawk,84,1
18.85,167.18,Stork,70,1
18.9,-74.22,Warbler,47,1
18.9,74.78,Stork,85,1
18.91,-116.14,Crane,69,1
18.93,168.59,Eagle,94,1
18.96,-89.04,Stork,13,1
18.96,-9.32,Goose,70,1
18.96,176.16,Warbler,90,1
18.98,81.28,Crane,21,1
19.0,97.91,Warbler,86,1
19.02,-138.22,Swallow,89,1
19.05,8.57,Warbler,25,1
19.06,35.87,Warbler,68,1
19.09,-74.65,Stork,57,1
19.09,140.7,Eagle,52,1
19.12,-172.56,Goose,27,1
19.15,-142.82,Warbler,69,1
19.19,129.92,Hawk,89,1
19.2,68.83,Swallow,46,1
19.21,115.58,Hawk,3,1
19.22,-58.17,Eagle,39,1
19.23,-95.31,Eagle,9,1
19.26,-158.31,Stork,46,1
19.26,-142.74,Crane,88,1
19.27,115.62,Crane,98,1
19.29,-131.98,Eagle,47,1
19.29,11.26,Swallow,17,1
19.34,-171.52,Crane,55,1
19.36,-20.61,Hawk,46,1
19.37,-64.54,Hawk,81,1
19.41,-143.66,Eagle,68,1
19.42,-159.79,Goose,80,1
19.42,-135.09,Goose,94,1
19.43,-65.55,Warbler,67,1
19.48,-1.57,Eagle,1,1
19.49,-89.23,Stork,66,1
19.5,-73.4,Eagle,32,1
19.52,-150.07,Warbler,18,1
19.52,-139.48,Eagle,44,1
19.54,126.09,Goose,57,1
19.54,150.9,Hawk,20,1
19.56,68.9,Warbler,45,1
19.6,60.51,Hawk,39,1
19.6,82.95,Goose,17,1
19.65,-48.17,Goose,57,1
19.66,-37.96,Swallow,23,1
19.68,6.57,Hawk,31,1
19.69,-61.22,Warbler,56,1
19.69,152.3,Swallow,38,1
19.7,-39.16,Hawk,58,1
19.72,-155.12,Warbler,7,1
19.72,39.59,Swallow,75,1
19.75,-68.1,Swallow,66,1
19.77,-16.77,Warbler,50,1
19.85,42.63,Eagle,16,1
19.86,8.13,Hawk,58,1
19.88,-129.05,Hawk,53,1
19.88,-43.9,Stork,53,1
19.95,-23.58,Swallow,37,1
19.95,19.37,Goose,54,1
19.96,-28.27,Goose,16,1
20.02,-159.72,Eagle,36,1
20.03,-107.02,Hawk,86,1
20.04,-74.15,Warbler,57,1
20.05,-133.49,Warbler,67,1
20.07,-41.61,Eagle,60,1
20.1,99.36,Eagle,45,1
20.1,155.98,Eagle,38,1
20.12,-3.46,Swallow,54,1
20.13,-35.72,Eagle,99,1
20.13,79.0,Eagle,61,1
20.15,-124.96,Goose,1,1
20.15,-62.47,Warbler,25,1
20.16,171.08,Crane,17,1
20.17,130.71,Swallow,30,1
20.18,-152.63,Warbler,20,1
20.18,58.61,Eagle,45,1
20.19,106.22,Crane,25,1
20.21,177.98,Stork,4,1
20.22,150.76,Warbler,90,1
20.24,-146.55,Goose,77,1
20.27,53.91,Hawk,7,1
20.29,-13.69,Hawk,96,1
20.3,24.22,Goose,37,1
20.31,-145.7,Goose,56,1
20.32,-74.33,Stork,73,1
20.34,26.75,Stork,6,1
20.39,66.29,Crane,37,1
20.43,61.65,Hawk,7,1
20.44,-65.46,Warbler,58,1
20.46,-101.72,Swallow,78,1
20.47,-64.43,Hawk,78,1
20.49,95.85,Stork,40,1
20.51,-100.42,Eagle,72,1
20.51,-2.12,Swallow,75,1
20.52,-162.96,Warbler,6,1
20.52,-94.17,Eagle,92,1
20.53,78.24,Goose,39,1
20.53,97.92,Goose,84,1
20.54,159.89,Hawk,80,1
20.57,19.74,Eagle,74,1
20.63,64.98,Eagle,61,1
20.66,-145.86,Swallow,3,1
20.67,-14.12,Crane,3,1
20.68,-153.48,Warbler,93,1
20.68,38.92,Crane,61,1
20.68,161.27,Swallow,43,1
20.71,9.11,Eagle,24,1
20.77,-97.52,Swallow,34,1
20.77,-79.21,Eagle,54,1
20.78,-49.36,Crane,19,1
20.78,169.77,Goose,57,1
20.8,136.78,Hawk,36,1
20.8,156.03,Hawk,16,1
20.81,-95.72,Swallow,40,1
20.81,158.05,Swallow,55,1
20.87,-160.79,Hawk,36,1
20.88,33.86,Eagle,47,1
20.91,-157.21,Hawk,60,1
20.92,112.35,Goose,93,1
20.94,-127.49,Swallow,45,1
20.94,179.48,Warbler,6,1
20.95,44.81,Hawk,96,1
20.96,-171.9,Warbler,23,1
20.98,55.36,Stork,87,1
21.02,-127.87,Goose,80,1
21.07,-39.9,Stork,5,1
21.11,30.9,Hawk,1,1
21.11,44.31,Warbler,80,1
21.14,65.41,Eagle,81,1
21.17,-46.46,Crane,69,1
21.21,55.94,Crane,54,1
21.22,101.04,Stork,17,1
21.24,-113.88,Hawk,77,1
21.26,-174.92,Eagle,4,1
21.26,75.47,Stork,37,1
21.27,105.02,Stork,34,1
21.29,-7.74,Hawk,47,1
21.31,32.61,Eagle,27,1
21.33,-146.89,Goose,72,1
21.34,102.28,Swallow,57,1
21.34,148.05,Goose,68,1
21.4,-15.0,Crane,46,1
21.4,171.6,Goose,53,1
21.44,120.91,Stork,80,1
21.45,-103.13,Eagle,37,1
21.45,0.84,Crane,48,1
21.45,21.63,Eagle,27,1
21.47,-118.66,Hawk,65,1
21.47,-23.47,Stork,23,1
21.48,-39.89,Eagle,12,1
21.5,108.71,Hawk,42,1
21.53,-34.55,Crane,42,1
21.6,-47.42,Stork,30,1
21.61,-133.66,Swallow,97,1
21.61,-114.16,Crane,23,1
21.62,-69.94,Hawk,91,1
21.63,-83.62,Warbler,21,1
21.63,34.0,Stork,92,1
21.64,-92.82,Goose,5,1
21.66,-9.84,Warbler,58,1
21.67,-74.11,Swallow,78,1
21.72,134.4,Hawk,91,1
21.77,138.84,Goose,99,1
21.84,-75.56,Swallow,44,1
21.84,-3.46,Eagle,41,1
21.85,-176.16,Eagle,83,1
21.86,86.57,Eagle,53,1
21.86,174.92,Hawk,51,1
21.88,55.29,Crane,77,1
21.88,110.17,Hawk,94,1
21.89,91.63,Swallow,4,1
21.9,118.61,Warbler,30,1
21.92,-88.19,Eagle,60,1
21.95,-134.72,Crane,91,1
22.0,-128.37,Goose,57,1
22.04,-84.08,Crane,91,1
22.04,17.96,Crane,50,1
22.04,93.83,Crane,75,1
22.09,-34.4,Stork,19,1
22.09,156.34,Goose,19,1
22.1,-101.36,Crane,68,1
22.1,-94.34,Swallow,94,1
22.15,51.38,Hawk,51,1
22.21,89.62,Stork,23,1
22.22,-100.45,Eagle,63,1
22.22,-29.61,Eagle,82,1
22.24,-29.55,Eagle,60,1
22.24,-2.27,Stork,35,1
22.25,-142.96,Swallow,71,1
22.26,-14.04,Hawk,9,1
22.3,-160.19,Crane,1,1
22.31,-111.32,Eagle,82,1
22.31,143.91,Swallow,10,1
22.32,-165.65,Goose,39,1
22.32,67.32,Warbler,38,1
22.33,39.6,Warbler,24,1
22.35,80.51,Swallow,39,1
22.37,-10.34,Stork,57,1
22.39,155.18,Stork,73,1
22.44,52.93,Goose,58,1
22.44,117.5,Eagle,24,1
22.44,152.5,Warbler,99,1
22.46,133.6,Warbler,2,1
22.52,-158.33,Hawk,64,1
22.53,-37.9,Stork,63,1
22.53,119.26,Eagle,18,1
22.55,29.75,Hawk,88,1
22.58,130.96,Eagle,12,1
22.59,140.69,Swallow,8,1
22.6,52.9,Stork,98,1
22.63,-40.29,Swallow,13,1
22.65,-162.39,Crane,5,1
22.66,-174.25,Warbler,24,1
22.66,141.13,Warbler,89,1
22.69,-38.41,Swallow,92,1
22.7,137.13,Swallow,35,1
22.71,95.67,Swallow,11,1
22.71,155.91,Crane,63,1
22.75,95.04,Goose,39,1
22.77,169.05,Hawk,63,1
22.79,-100.05,Hawk,95,1
22.8,117.8,Crane,62,1
22.84,23.57,Eagle,47,1
22.84,172.75,Hawk,7,1
22.86,130.6,Swallow,70,1
22.87,-84.76,Stork,5,1
22.88,-175.84,Crane,12,1
22.88,-116.65,Hawk,79,1
22.91,95.02,Swallow,3,1
22.93,-75.8,Eagle,6,1
22.96,-138.04,Hawk,67,1
22.96,10.04,Goose,23,1
22.97,-148.34,Eagle,85,1
22.98,-22.76,Swallow,3,1
23.03,-111.01,Warbler,7,1
23.04,6.98,Stork,61,1
23.07,-129.25,Hawk,10,1
23.07,82.4,Stork,15,1
23.07,106.41,Crane,39,1
23.07,159.93,Goose,34,1
23.17,74.36,Stork,32,1
23.2,-58.08,Eagle,39,1
23.2,70.59,Goose,81,1
23.2,72.11,Warbler,67,1
23.23,-14.06,Crane,60,1
23.23,18.84,Hawk,77,1
23.25,-70.04,Crane,29,1
23.25,17.03,Goose,21,1
23.26,-39.67,Crane,40,1
23.36,91.08,Crane,33,1
23.37,-23.1,Eagle,94,1
23.4,-145.52,Eagle,31,1
23.41,-66.81,Warbler,96,1
23.41,76.14,Warbler,89,1
23.42,-153.38,Swallow,72,1
23.45,-54.67,Goose,3,1
23.47,15.55,Eagle,24,1
23.47,133.22,Stork,17,1
23.49,-168.04,Goose,80,1
23.49,-20.83,Hawk,81,1
23.49,154.91,Eagle,55,1
23.5,-156.33,Crane,54,1
23.51,18.26,Swallow,2,1
23.51,24.5,Goose,80,1
23.51,171.37,Hawk,8,1
23.52,120.68,Stork,16,1
23.53,-110.88,Hawk,77,1
23.53,137.19,Eagle,33,1
23.54,-144.94,Stork,26,1
23.54,-77.26,Crane,88,1
23.56,-93.74,Hawk,78,1
23.58,-173.85,Goose,16,1
23.58,-102.35,Hawk,67,1
23.58,46.12,Swallow,83,1
23.59,55.6,Stork,52,1
23.61,82.6,Goose,53,1
23.63,141.2,Goose,48,1
23.71,-87.62,Hawk,51,1
23.73,-3.63,Goose,21,1
23.73,124.76,Goose,83,1
23.76,34.24,Swallow,41,1
23.77,-28.06,Stork,74,1
23.77,-2.98,Crane,89,1
23.79,78.72,Stork,63,1
23.8,-165.29,Stork,65,1
23.8,-140.46,Stork,91,1
23.8,-93.83,Eagle,79,1
23.8,-67.04,Eagle,39,1
23.83,-33.21,Eagle,74,1
23.84,-151.66,Crane,24,1
23.9,177.18,Swallow,5,1
23.92,-33.28,Hawk,19,1
23.95,173.33,Eagle,98,1
23.99,-147.48,Warbler,80,1
24.02,142.06,Eagle,60,1
24.09,137.85,Eagle,69,1
24.1,-11.12,Stork,94,1
24.1,94.28,Stork,96,1
24.15,172.93,Crane,57,1
24.18,-40.93,Goose,8,1
24.19,44.47,Swallow,15,1
24.23,-117.58,Warbler,21,1
24.27,120.99,Crane,25,1
24.29,51.85,Swallow,20,1
24.3,-96.4,Hawk,88,1
24.3,45.64,Goose,50,1
24.32,-45.59,Stork,11,1
24.34,42.96,Swallow,21,1
24.36,-60.3,Hawk,66,1
24.36,38.02,Stork,20,1
24.36,77.91,Swallow,95,1
24.38,-40.64,Warbler,67,1
24.4,-8.15,Crane,72,1
24.46,79.63,Stork,88,1
24.49,-173.48,Warbler,89,1
24.5,176.93,Warbler,19,1
24.54,-7.96,Warbler,20,1
24.55,-84.0,Goose,24,1
24.56,45.82,Swallow,57,1
24.57,-82.17,Goose,38,1
24.59,23.24,Hawk,79,1
24.61,86.08,Warbler,76,1
24.64,159.78,Crane,55,1
24.66,156.98,Goose,56,1
24.67,-87.83,Eagle,87,1
24.68,90.64,Stork,43,1
24.68,149.28,Stork,54,1
24.69,127.17,Swallow,18,1
24.7,-115.29,Stork,63,1
24.7,-49.45,Goose,56,1
24.71,155.63,Stork,60,1
24.73,112.43,Crane,53,1
24.74,-126.34,Stork,84,1
24.79,127.65,Crane,27,1
24.83,-42.64,Swallow,46,1
24.83,5.66,Eagle,97,1
24.85,-55.68,Crane,68,1
24.87,-93.0,Swallow,47,1
24.93,-89.03,Swallow,62,1
24.93,49.89,Hawk,12,1
24.94,-85.32,Hawk,61,1
24.94,-41.56,Stork,20,1
24.95,-137.03,Warbler,30,1
24.95,-28.5,Stork,63,1
24.95,-7.23,Swallow,47,1
24.96,-87.46,Stork,21,1
25.05,-111.49,Stork,35,1
25.05,88.99,Stork,94,1
25.06,45.66,Goose,48,1
25.07,0.65,Eagle,21,1
25.11,29.16,Stork,95,1
25.11,129.83,Goose,46,1
25.12,95.48,Eagle,38,1
25.14,-177.68,Crane,40,1
25.15,-80.76,Swallow,35,1
25.2,-6.55,Warbler,53,1
25.2,13.84,Hawk,99,1
25.21,132.81,Swallow,47,1
25.26,30.53,Swallow,69,1
25.27,13.16,Swallow,61,1
25.32,-140.89,Goose,72,1
25.37,-114.77,Hawk,97,1
25.42,-133.65,Stork,96,1
25.42,-78.43,Swallow,48,1
25.43,-167.57,Eagle,85,1
25.43,-112.37,Stork,71,1
25.44,-154.47,Stork,72,1
25.45,-30.45,Eagle,41,1
25.47,53.67,Hawk,89,1
25.51,-61.45,Warbler,3,1
25.54,50.2,Swallow,57,1
25.6,111.66,Eagle,68,1
25.63,71.04,Crane,35,1
25.64,29.72,Eagle,13,1
25.66,36.3,Hawk,38,1
25.7,-154.88,Stork,77,1
25.72,-27.52,Crane,76,1
25.73,-42.71,Crane,90,1
25.75,-130.7,Hawk,25,1
25.77,133.77,Warbler,87,1
25.78,-84.13,Stork,93,1
25.78,46.14,Eagle,1,1
25.79,162.47,Warbler,31,1
25.8,13.42,Hawk,48,1
25.81,114.56,Warbler,78,1
25.82,157.37,Swallow,68,1
25.85,41.01,Swallow,34,1
25.87,39.26,Warbler,23,1
25.89,-30.72,Crane,86,1
25.9,-125.02,Goose,37,1
25.9,-35.63,Crane,79,1
25.94,49.96,Warbler,2,1
25.95,-54.6,Swallow,67,1
25.95,-26.16,Crane,65,1
26.01,143.83,Hawk,84,1
26.02,126.98,Stork,20,1
26.03,-35.37,Hawk,59,1
26.07,-43.53,Crane,75,1
26.1,-77.92,Eagle,21,1
26.1,56.17,Swallow,34,1
26.13,-94.8,Eagle,7,1
26.16,164.81,Stork,53,1
26.17,163.19,Goose,99,1
26.18,-140.18,Warbler,2,1
26.19,-83.04,Warbler,40,1
26.19,172.29,Crane,95,1
26.23,-159.06,Eagle,43,1
26.23,109.92,Stork,15,1
26.23,125.93,Goose,42,1
26.27,105.07,Goose,91,1
26.37,48.05,Goose,79,1
26.37,145.77,Warbler,37,1
26.37,147.18,Warbler,82,1
26.38,-125.95,Hawk,10,1
26.4,-91.33,Swallow,57,1
26.4,-72.54,Hawk,59,1
26.4,38.51,Eagle,2,1
26.43,-157.87,Eagle,6,1
26.43,152.93,Goose,96,1
26.46,-74.68,Stork,67,1
26.47,131.39,Warbler,69,1
26.48,3.69,Eagle,90,1
26.48,20.05,Stork,9,1
26.54,-126.15,Eagle,5,1
26.54,-125.75,Crane,3,1
26.54,-95.35,Eagle,76,1
26.54,-94.58,Stork,88,1
26.55,-77.41,Warbler,15,1
26.56,45.06,Hawk,63,1
26.6,-169.12,Eagle,11,1
26.63,39.44,Eagle,5,1
26.67,56.15,Swallow,41,1
26.67,169.14,Eagle,95,1
26.68,-21.21,Swallow,55,1
26.68,5.24,Goose,60,1
26.71,151.63,Stork,97,1
26.72,-111.54,Swallow,67,1
26.72,-102.53,Eagle,94,1
26.74,12.05,Eagle,86,1
26.79,128.48,Stork,75,1
26.8,-110.38,Stork,20,1
26.85,47.73,Warbler,97,1
26.92,-141.35,Crane,75,1
26.92,163.95,Goose,7,1
26.93,-12.26,Stork,43,1
26.96,-146.33,Warbler,72,1
26.97,38.99,Stork,4,1
26.97,79.94,Eagle,78,1
27.02,-41.04,Goose,97,1
27.03,46.9,Hawk,17,1
27.04,-174.36,Warbler,61,1
27.04,156.72,Stork,27,1
27.06,9.51,Warbler,9,1
27.06,48.24,Goose,77,1
27.08,54.64,Goose,66,1
27.15,79.32,Warbler,42,1
27.17,146.71,Hawk,41,1
27.21,-84.65,Crane,45,1
27.23,49.55,Hawk,89,1
27.23,174.85,Warbler,49,1
27.26,90.8,Eagle,87,1
27.26,154.49,Hawk,99,1
27.3,83.89,Goose,31,1
27.33,52.71,Crane,26,1
27.34,176.78,Eagle,97,1
27.36,76.44,Warbler,31,1
27.37,38.29,Eagle,65,1
27.39,-125.39,Hawk,69,1
27.39,39.5,Crane,53,1
27.41,-165.77,Crane,80,1
27.41,94.12,Swallow,73,1
27.41,169.58,Stork,3,1
27.43,-163.6,Swallow,78,1
27.43,174.61,Warbler,30,1
27.46,-173.05,Crane,36,1
27.47,-107.02,Swallow,76,1
27.48,70.19,Warbler,9,1
27.49,39.92,Stork,77,1
27.5,88.25,Warbler,52,1
27.5,177.12,Crane,34,1
27.52,104.0,Eagle,25,1
27.55,-80.48,Crane,9,1
27.55,-68.1,Crane,97,1
27.57,-161.38,Goose,35,1
27.59,-120.88,Warbler,69,1
27.61,39.56,Hawk,28,1
27.62,-154.81,Hawk,75,1
27.62,118.52,Hawk,24,1
27.66,-96.28,Goose,84,1
27.67,-129.8,Stork,49,1
27.67,23.13,Hawk,44,1
27.71,-100.5,Warbler,29,1
27.71,83.45,Stork,81,1
27.73,-64.56,Goose,60,1
27.75,134.83,Warbler,57,1
27.76,-28.18,Stork,41,1
27.77,-164.72,Crane,4,1
27.78,53.42,Hawk,22,1
27.78,176.94,Goose,99,1
27.85,-154.93,Goose,2,1
27.86,-170.56,Hawk,79,1
27.88,-149.11,Swallow,19,1
27.91,42.54,Eagle,42,1
27.91,156.84,Goose,36,1
27.92,-140.69,Goose,98,1
27.93,143.46,Swallow,17,1
27.94,-86.01,Goose,2,1
27.94,142.89,Crane,27,1
27.95,140.9,Crane,82,1
27.97,-111.82,Goose,84,1
27.98,104.14,Warbler,5,1
27.99,-83.19,Eagle,90,1
28.01,47.27,Crane,24,1
28.04,45.27,Eagle,16,1
28.06,-54.54,Stork,30,1
28.09,-38.56,Crane,39,1
28.1,6.64,Crane,55,1
28.15,69.84,Stork,63,1
28.17,-150.36,Hawk,58,1
28.17,-34.1,Swallow,38,1
28.17,53.45,Stork,36,1
28.18,-177.32,Warbler,8,1
28.19,115.76,Hawk,10,1
28.26,-136.53,Swallow,54,1
28.27,92.76,Hawk,68,1
28.29,40.39,Warbler,56,1
28.3,11.15,Swallow,15,1
28.33,-145.13,Eagle,12,1
28.34,-154.12,Swallow,96,1
28.35,-131.71,Stork,18,1
28.35,-109.54,Stork,76,1
28.36,70.35,Goose,76,1
28.37,-77.23,Warbler,57,1
28.37,76.78,Goose,15,1
28.38,-97.38,Eagle,57,1
28.38,-7.23,Crane,19,1
28.39,6.55,Goose,76,1
28.39,87.63,Warbler,57,1
28.43,-62.14,Warbler,45,1
28.46,176.98,Warbler,85,1
28.47,-112.06,Swallow,10,1
28.47,10.65,Warbler,99,1
28.47,29.38,Eagle,54,1
28.48,-81.12,Eagle,5,1
28.48,6.13,Eagle,31,1
28.48,7.03,Goose,76,1
28.48,108.76,Goose,2,1
28.51,-98.9,Eagle,69,1
28.51,-55.34,Goose,33,1
28.53,60.59,Goose,9,1
28.54,38.09,Swallow,73,1
28.57,134.96,Stork,65,1
28.59,17.7,Warbler,99,1
28.64,-134.69,Swallow,10,1
28.64,126.09,Swallow,6,1
28.65,-111.91,Goose,5,1
28.68,-141.14,Swallow,27,1
28.7,29.64,Crane,38,1
28.7,124.28,Goose,96,1
28.71,-117.85,Stork,28,1
28.73,-179.96,Eagle,74,1
28.75,-18.57,Swallow,77,1
28.75,69.29,Hawk,87,1
28.77,-93.75,Warbler,64,1
28.79,-86.59,Eagle,70,1
28.79,36.13,Swallow,84,1
28.81,53.61,Warbler,10,1
28.82,29.08,Goose,85,1
28.83,-120.37,Hawk,58,1
28.83,21.45,Stork,78,1
28.85,-45.5,Hawk,13,1
28.86,98.46,Goose,39,1
28.86,167.55,Swallow,80,1
28.87,-47.38,Stork,10,1
28.88,-173.1,Swallow,1,1
28.9,-14.34,Goose,76,1
28.9,15.03,Eagle,65,1
28.92,131.66,Warbler,21,1
28.93,-41.48,Eagle,99,1
28.98,-90.41,Goose,81,1
29.01,82.42,Eagle,19,1
29.04,-179.77,Crane,63,1
29.08,-109.45,Warbler,20,1
29.09,-124.16,Stork,46,1
29.15,24.3,Swallow,22,1
29.2,-174.47,Crane,46,1
29.2,-77.71,Warbler,96,1
29.21,77.91,Warbler,87,1
29.23,-1.0,Crane,71,1
29.28,-130.26,Swallow,94,1
29.29,-140.83,Stork,50,1
29.29,-3.97,Crane,34,1
29.31,-103.88,Crane,29,1
29.31,-101.27,Warbler,37,1
29.31,78.97,Swallow,59,1
29.34,-12.39,Hawk,94,1
29.36,-147.2,Eagle,33,1
29.36,90.06,Goose,53,1
29.39,123.29,Goose,18,1
29.43,0.81,Goose,79,1
29.43,77.66,Hawk,45,1
29.46,-31.48,Stork,85,1
29.54,140.45,Warbler,77,1
